,time_sent,user_id,id,is_positive,feedback_text,extracted_query,labels
1715,2024-03-15,SLACK,6837,,,what are our utilization targets,PROJECTS
1716,2024-03-15,SLACK,6852,,,Is there a Unit4 feedback form?,TEAMS
1717,2024-03-15,SLACK,6857,,,What are our overtime policies in India,POLICIES
1718,2024-03-15,SLACK,6860,,,Who can I contact about whitelisting an email for IDInsight company email. I’m in the RED team,TEAMS
1719,2024-03-15,SLACK,6863,,,Are there any instances where people have struggled to access the Expensify platform?,RESOURCES
1720,2024-03-15,SLACK,6866,,,"Hi hub GPT, can you tell me where to find the current template for word documents?",RESOURCES
1721,2024-03-15,SLACK,6869,,,IDInsight US entity name,MISCELLANEOUS
1722,2024-03-16,SLACK,6872,,,What is our Delhi office’s phone number?,TEAMS
1723,2024-03-16,d7776596-3bf2-42eb-8215-59bd1f892b5e,6875,,,"what wrong with my code: h <- nrow(elev_)
w <- ncol(elev_)

elmat |>
  rayshader::height_shade(
    texture = colorRampPalette(
      c(
        ""grey90"",
        ""grey40""
      )
    )(128)
  ) |>
  rayshader::add_overlay(
    img,
    alphalayer = 1
  ) |>
  rayshader::add_overlay(
    rayshader::generate_label_overlay(
      places_clean_sf,
      extent = elev_,
      text_size = 8,
      color = ""#00004e"",
      halo_color = ""grey90"",
      halo_expand = 8,
      halo_blur = 10,
      halo_alpha = .8,
      heightmap = elmat,
      data_label_column = ""name""
    )
  ) |>
  rayshader::plot_3d(
    elmat,
    zscale = 10,
    solid = F,
    shadow = T,
    shadow_darkness = 1,
    background = ""white"",
    windowsize = c(
      w / 8, h / 8
    ),
    zoom = .515,
    phi = 85,
    theta = 0
  ) |>
  rayshader::add_overlay(
    matrix(sinazongwe_sf_raster), 
    color = ""red"", 
    alpha = 0.5
  )
",PROJECTS
1724,2024-03-16,SLACK,6886,,,can you delete an expense on unit4,RESOURCES
1725,2024-03-16,e3a6f84d-11cc-4070-bd55-5a57a2290cf7,6891,,,how to check the number of solutions using b2-4ac formula. what if the result is positive or negative?,MISCELLANEOUS
1726,2024-03-16,SLACK,6894,,,where to charge the air pollution benefit work from outside,MISCELLANEOUS
1727,2024-03-16,69131661-9b3c-4f54-9001-19adcd128d65,6897,,,what are the logins for IDinsight's subscription of Economic and Political Weekly,MISCELLANEOUS
1728,2024-03-16,4c080947-9c6a-4d4b-8900-8e0996c9c6a9,6900,,,"hi hub got. please refine the following for readability and grammatical correctness: ""Hi A. M gave me your baby pics and I passed them on to V like you communicated. For the record, I hope you understand the gravity of disrespect towards everyone involved in your requests.
It’s disrespectful to V who is being asked to be a recipient to somethign she has no idea about; she genuinely seemed confused by the request to pass them on to you. It’s disresepctfult to me, as the middle person between M and V, ESPEciALLY considderign the dynamics with my family that you are well aware of. But above all, it disrespectful to M, who, has kept somethign dear to you preciously for all these years. Regardless of how you were feeling about the end of your connections, your response was insidious and franlky, appalling. It’s really a shame that that;s how you navigated that moment. Anyway, you know where to find your pics, all the best with everything.""",MISCELLANEOUS
1729,2024-03-17,SLACK,6903,,,How to install permimeter 81?,RESOURCES
1730,2024-03-17,8bddbc9b-3161-47cf-81f8-6bd5ac645176,6906,,,"write a sample summary for my cv
. Experienced esg consultant, expertise in program evaluation in development sector, passionate about data driven solutions to social and environmental issues. Working on building my skills in DEI as believes the need for more inclusive spaces",MISCELLANEOUS
1731,2024-03-17,8bddbc9b-3161-47cf-81f8-6bd5ac645176,6913,,,"As part of our application process, we invite you to submit a slide deck of up to five (5) pages either in PPT or PDF format (file size not exceeding 25 MB). Your presentation should make a convincing case for why you are the ideal candidate for this position. Feel free to exercise creativity in the format of your presentation. Please note that applications without this submission will be automatically disqualified. (While uploading, you may not see the PPT format option, but rest assured it will allow you to upload the same). Can you help me build a creative 5 page ppt for the same. Give me step by step info on what each page should hold and ways I could present it creatively in each page",PROJECTS
1732,2024-03-17,02ef9e2f-651e-4312-9bc2-d245ad51362f,6918,,,"Why should you not show scores in a leaderboards, only ranks? ",MISCELLANEOUS
1733,2024-03-17,e3a6f84d-11cc-4070-bd55-5a57a2290cf7,6921,,,"can you explain why the answer to this question is 6? If n is an integer and n3 is divisible by 24, what is the largest number that must be a factor of n?",MISCELLANEOUS
1734,2024-03-17,0bc2aa68-e043-4af7-8f54-93530a615dc5,6952,,,what is mileage rate in 2024,RESOURCES
1735,2024-03-17,5cb20fc4-8ffe-4ada-a00f-849e660da25e,6961,,,what is prayagraj project?,PROJECTS
1736,2024-03-17,8bddbc9b-3161-47cf-81f8-6bd5ac645176,6970,,,Create a personal intro slide for job application,PROJECTS
1737,2024-03-17,e3a6f84d-11cc-4070-bd55-5a57a2290cf7,6975,,,what are the public holidays in india in 2024? ,TEAMS
1738,2024-03-18,SLACK,6984,,,Tostan,PROJECTS
1739,2024-03-18,3e7c33f6-791f-4f51-81c6-a201ffe4d034,6987,,,link to the hub ,RESOURCES
1740,2024-03-18,8bddbc9b-3161-47cf-81f8-6bd5ac645176,6990,,,"In a world where the needs of and the demands from international development and humanitarian aid agencies are constantly evolving, the challenge to uphold human dignity becomes ever more complex and crucial. The 2023 Dignity Report, ""Honing in on Impact,"" stands as a testament to this enduring commitment. It shares our collective journey, challenges, and strides taken towards a world where dignity is not an aspiration but a reality.

Got the below comment for the above introduction.
I think this is a tad too generalised as an introduction. Possible to have a paragraph focused on the last 3 years of the Dignity Initiative? E.g. At the Dignity Initiative, we've spent the last 3 years building towards... and in 2023, we... Our latest report details how we're honing in on impact through strategic partnerships, rigorous research, and innovative tools.
Can you rewrite the intro to address this feedback",MISCELLANEOUS
1741,2024-03-18,SLACK,6997,,,life skills,RESOURCES
1742,2024-03-18,SLACK,7000,,,"Hello everyone! Do we currently have ongoing projects/CD opportunities, outside of India, in the space of life skills/socio-emotional skills/21st century skills? Can those of you involved in these please message me here? Thanks!",PROJECTS
1743,2024-03-18,SLACK,7003,,,if i joined on 2 months before the performance review cycle will I be included?,TEAMS
1744,2024-03-18,SLACK,7012,,,What resources are available on SurveyStream?,RESOURCES
1745,2024-03-18,8e6aa4f0-a390-4aaf-815a-b815aaeba399,7015,,,what does #delimit do in stata,TEAMS
1746,2024-03-18,SLACK,7018,,,Is there a project called data fellowship ?,PROJECTS
1747,2024-03-18,SLACK,7021,,,please help me find the project checklist on the hub,PROJECTS
1748,2024-03-18,SLACK,7024,,,TOC Workshop slides,RESOURCES
1749,2024-03-18,3711494d-180c-45f5-82c6-b85376e55796,7027,,,"Microsoft excel showing pop-up ""The workbook cannot be opened or repaired by microsoft excel because it is corrupt""",MISCELLANEOUS
1750,2024-03-18,8e6aa4f0-a390-4aaf-815a-b815aaeba399,7030,,,what is long format in STATA for a variable,RESOURCES
1751,2024-03-18,8e6aa4f0-a390-4aaf-815a-b815aaeba399,7033,,,what is long type in stata for a variable,RESOURCES
1752,2024-03-18,e3a6f84d-11cc-4070-bd55-5a57a2290cf7,7046,,,when will boxcryptor officially shut down accounts? ,MISCELLANEOUS
1753,2024-03-18,8bddbc9b-3161-47cf-81f8-6bd5ac645176,7053,,,What is the existing evidence on the impact of measuring staff dignity,PROJECTS
1754,2024-03-18,SLACK,7080,,,Who should I contact regarding questions on technology stipend,TEAMS
1755,2024-03-18,SLACK,7083,,,what  can you tell me about code of conduct in IDinsight,TEAMS
1756,2024-03-18,SLACK,7098,,,What link do I use for logging my time sheets in Unit 4?,RESOURCES
1757,2024-03-18,SLACK,7101,,,can you send me the link to data viz library,RESOURCES
1758,2024-03-18,SLACK,7104,,,name all india office locations,TEAMS
1759,2024-03-18,6fb7b087-69da-4c2d-8de5-370c411418c0,7111,,,can you explain the travel benefit for all employees in the global handbook,POLICIES
1760,2024-03-18,6fb7b087-69da-4c2d-8de5-370c411418c0,7110,,,can you explain the travel benefit for all employees in the global handbook?,RESOURCES
1761,2024-03-18,6fb7b087-69da-4c2d-8de5-370c411418c0,7117,,,can you tell me the latest stata license details?,MISCELLANEOUS
1762,2024-03-18,3711494d-180c-45f5-82c6-b85376e55796,7122,,,what data sources have the highest potential for scalable measurement of economic data in India?,PROJECTS
1763,2024-03-18,3711494d-180c-45f5-82c6-b85376e55796,7125,,,what data sources have the highest potential for scalable measurement of economic data in India?,PROJECTS
1764,2024-03-18,SLACK,7140,,,what does REPP mean?,RESOURCES
1765,2024-03-18,SLACK,7145,,,"My team wants to create a report for each province. Have other teams created outputs for lower geographical units like districts, provinces, states, or mandals before? Whom could I contact?",TEAMS
1766,2024-03-18,SLACK,7161,,,is it required to submit an invoice with my name to use the tech stipend,TEAMS
1767,2024-03-18,SLACK,7200,,,inception report tempalte,RESOURCES
1768,2024-03-18,e3a6f84d-11cc-4070-bd55-5a57a2290cf7,7209,,,what does opening new folio in kyc mean?,MISCELLANEOUS
1769,2024-03-18,SLACK,7216,,,where can I find some examples of previous process evaluation concept notes?,MISCELLANEOUS
1770,2024-03-19,4c080947-9c6a-4d4b-8900-8e0996c9c6a9,7219,,,hi hub gpt. please review  the following emails and draft questions or comments to respond to the email with in a follow up call. ,RESOURCES
1771,2024-03-19,4c080947-9c6a-4d4b-8900-8e0996c9c6a9,7231,,,what is 2+2,MISCELLANEOUS
1772,2024-03-19,a54f1c11-02d9-40ce-ad71-b8f1cda4f9b6,7235,,,"In a study of the impact of a school leadership development program. The study team at midline found that ""individual motivation and commitment and ownership as aspects influencing participant engagement in the school leadership development  programme. '",MISCELLANEOUS
1773,2024-03-19,a54f1c11-02d9-40ce-ad71-b8f1cda4f9b6,7243,,,"
Context: At midline, we learnt about variation in coaching techniques (like duration of school visits, real-time feedback or modeling techniques) . ",RESOURCES
1774,2024-03-19,6a722fa7-164d-4d99-878a-d548ec5a6291,7246,,,impact evaluation projects,MISCELLANEOUS
1775,2024-03-19,SLACK,7249,,,What is a good ICC for social protection intervention in India?,MISCELLANEOUS
1776,2024-03-19,6fb7b087-69da-4c2d-8de5-370c411418c0,7252,,,can you tell me the details of the travel benefit given to all employees?,POLICIES
1777,2024-03-19,6fb7b087-69da-4c2d-8de5-370c411418c0,7255,,,"can you tell me the eligibility details of the travel benefit given to all employees, from global handbook?",POLICIES
1778,2024-03-19,8e6aa4f0-a390-4aaf-815a-b815aaeba399,7258,,,"In stata, I have a variable ""DateOfLastDonation"". It looks like it is in Stata's internal date format, but it is in a string type. How do I convert this to a readable date format?",RESOURCES
1779,2024-03-19,e3a6f84d-11cc-4070-bd55-5a57a2290cf7,7268,,,How to add a note to a value in stata (not the variable) ? ,RESOURCES
1780,2024-03-19,d7776596-3bf2-42eb-8215-59bd1f892b5e,7280,,,FGD guide,MISCELLANEOUS
1781,2024-03-19,SLACK,7292,,,How do I set up perimeter 81?,RESOURCES
1782,2024-03-19,8e6aa4f0-a390-4aaf-815a-b815aaeba399,7294,,,I want to convert dates in a string format to stata format,MISCELLANEOUS
1783,2024-03-19,78d2febd-4d8a-4989-b7ef-d4fd34a97ed6,7297,,,hello hubgpt,MISCELLANEOUS
1784,2024-03-19,4c080947-9c6a-4d4b-8900-8e0996c9c6a9,7300,,,hello.,MISCELLANEOUS
1785,2024-03-19,78d2febd-4d8a-4989-b7ef-d4fd34a97ed6,7303,,,do you have a workplan for a TOC project,MISCELLANEOUS
1786,2024-03-19,SLACK,7310,,,I am facing a mac permissions error when I log into P81. How do I give access to P81 on my mac?,MISCELLANEOUS
1787,2024-03-19,SLACK,7349,,,How do you get an advance on salary,MISCELLANEOUS
1788,2024-03-19,SLACK,7358,,,Could you show me where I can find the instructions to set up Perimeter 81 in order to pass the device posture check?,RESOURCES
1789,2024-03-19,SLACK,7361,,,Where can I see the IDIsnight reseach ethincs policy docujment?,MISCELLANEOUS
1790,2024-03-19,SLACK,7374,,,show me the link to IDinsight's paid chat gpt account,RESOURCES
1791,2024-03-19,4839332d-92de-47f8-97b8-c0678077466b,7381,,,Do you know what the civic roundtable is ,MISCELLANEOUS
1792,2024-03-19,d7776596-3bf2-42eb-8215-59bd1f892b5e,7389,,,FGD guide sample,MISCELLANEOUS
1793,2024-03-19,0d862dd4-3739-489f-bc39-2d24ef442b76,7399,,,Tell me about Mark,MISCELLANEOUS
1794,2024-03-19,0d862dd4-3739-489f-bc39-2d24ef442b76,7402,,,Tell me about Mark Botterell,TEAMS
1795,2024-03-19,6a722fa7-164d-4d99-878a-d548ec5a6291,7419,,,design document,MISCELLANEOUS
1796,2024-03-19,SLACK,7422,,,what is the MELA service,PROJECTS
1797,2024-03-19,78d2febd-4d8a-4989-b7ef-d4fd34a97ed6,7427,,,do you have any internal project kickoff slides,MISCELLANEOUS
1798,2024-03-19,SLACK,7432,,,"I'll conduct focus groups and the ethic committee is asking ""How will it be implemented if a member of the focus group withdraws their participation and wants their info deleted?""",RESOURCES
1799,2024-03-19,SLACK,7435,,,"I'll conduct focus groups and the ethic committee is asking ""How will it be implemented if a member of the focus group withdraws their participation and wants their info deleted?""",MISCELLANEOUS
1800,2024-03-19,e3a6f84d-11cc-4070-bd55-5a57a2290cf7,7438,,,i want to export surveycto data to google sheets. is it possible to export data from 5 surveycto forms to one google sheet?,RESOURCES
1801,2024-03-19,4839332d-92de-47f8-97b8-c0678077466b,7450,,,"I need to write about the structure, purpose, and process of creation of a peer circle which will serve as a study group. Could you include the following points, among any others which are relevant - Provisions: Structured meeting time/schedule, meeting link, Course which will be co-studied and discussed, attendance, assigning roles of moderator note-taker, summariser, output outliner, etc? the platform will need to have provisions for hosting such calls Group size limit for productivity and meaningful interaction Feature on the platform to have shared documentation like gdocs Allowing a separate page for such a group (as shown in screenshot below) where resources can be shared",PROJECTS
1802,2024-03-19,4839332d-92de-47f8-97b8-c0678077466b,7452,,,"I need to write about the structure, purpose, and process of creation of a peer circle which will serve as a study group. Could you include the following points, among any others which are relevant - Provisions: Structured meeting time/schedule, meeting link, Course which will be co-studied and discussed, attendance, assigning roles of moderator note-taker, summariser, output outliner, etc? the platform will need to have provisions for hosting such calls Group size limit for productivity and meaningful interaction Feature on the platform to have shared documentation like gdocs Allowing a separate page for such a group (as shown in screenshot below) where resources can be shared",RESOURCES
1803,2024-03-19,3711494d-180c-45f5-82c6-b85376e55796,7461,,,slide decks in IDinsight template which also explains what IDinsight does,MISCELLANEOUS
1804,2024-03-19,3711494d-180c-45f5-82c6-b85376e55796,7464,,,IDinsight template slide decks,MISCELLANEOUS
1805,2024-03-19,SLACK,7467,,,where is the remote work request form?,RESOURCES
1806,2024-03-19,SLACK,7480,,,What is the per diem in dakar?,MISCELLANEOUS
1807,2024-03-19,SLACK,7483,,,Summarise QBM MQR project,PROJECTS
1808,2024-03-19,SLACK,7486,,,Who are our funders in West and North Africa,TEAMS
1809,2024-03-19,SLACK,7489,,,Who are IDinsight funders in Africa?,MISCELLANEOUS
1810,2024-03-19,SLACK,7492,,,Who has funded our agriculture work?,PROJECTS
1811,2024-03-19,SLACK,7495,,,Can i submit expenses after 60 days?,POLICIES
1812,2024-03-19,SLACK,7498,,,What if i have to submit expenses which is older than 60 days?,MISCELLANEOUS
1813,2024-03-19,8bddbc9b-3161-47cf-81f8-6bd5ac645176,7501,,,Few questions you can ask to a expert panel on the role of dignity in the rise of identity politics in the last few decades,MISCELLANEOUS
1814,2024-03-20,SLACK,7512,,,What is the optimal number of KCs for the PR?,MISCELLANEOUS
1815,2024-03-20,4c080947-9c6a-4d4b-8900-8e0996c9c6a9,7515,,,"regardign the creation of a compendium, if these were the first questions: ""1. Drafting a 1–2-page document that would describe the methods and next steps for developing the compendium.
2. What technical steps would be essential to ensure the compendium is both comprehensive and well-structured, including indicator uniformity and source integrity?
3. Elements to enhance the compendium’s broader utility and impact.
4. How should we integrate the indicators that support the SDG 5.5 goals to guarantee both alignment and relevance?"" and theses are the responses: ""Re 1: Do you see any issues consolidating the indicators into a single spreadsheet or do you think there are too many that are currently there? I think the key issue on measurement here would be to find reputable sources for measurement (i.e. published sources in top 100 econ/psychology journals - this may not be enough, but we should at least provide a journal ranking for some more complicated measures).
Re 2: see 1.
Re 3: It should be easy to use to say the least. What are your ideas?
Re 4: Are there standard SDG measurements that we can use? We can look at those and see if any are relevant."" what would then be a response to the answers given?",PROJECTS
1816,2024-03-20,SLACK,7518,,,Hi can you tell me about the performance review process,TEAMS
1817,2024-03-20,4c080947-9c6a-4d4b-8900-8e0996c9c6a9,7521,,,how does an overdraft facility work?,MISCELLANEOUS
1818,2024-03-20,SLACK,7524,,,How can i find my unit4 log in,POLICIES
1819,2024-03-20,SLACK,7527,,,where can i find my unit4 password,POLICIES
1820,2024-03-20,SLACK,7540,,,how to do a project budget import,RESOURCES
1821,2024-03-20,SLACK,7543,,,internship policy for remote opportunities,POLICIES
1822,2024-03-20,d7776596-3bf2-42eb-8215-59bd1f892b5e,7550,,,"Add questions to ask store owners
For how long have you worked as an agent in this community?
< 1 year
1-2 years
> 3 years
To your knowledge, about how many mobile agents are in this area?
How has this changed since the launch of e-payments for social cash transfer program?
Do you think more have come up, or the number of agents have stayed the same?
Were you informed that beneficiaries under this program will start receiving money through Mobile Money prior to the actual start?
If so, did this affect the way you manage your business?
How do you know that beneficiaries under this program received their money?
Are you alerted when the funds are about to  be sent? if so, what do you do once you are alerted?
Would you estimate the number of beneficiaries under this program that cash out their funds from you  the following days after receiving them?
About how many beneficiaries under this program failed to cash out their funds from you?
What would you say was the main reason for failing?
How often do you assist beneficiaries on this program?
What type of assistance do you usually provide and are there any extra charges they pay?
e.g. letting them use your phone, operating/navigating their phone
What are some of the challenges you face when assisting beneficiaries under this program cashing out?


Store owners: Can people buy from you using mobile money?
Do you know if a person buying is not the owner of the number

",PROJECTS
1823,2024-03-20,0bc2aa68-e043-4af7-8f54-93530a615dc5,7555,,,how to sign up for ethics citi course,RESOURCES
1824,2024-03-20,d7776596-3bf2-42eb-8215-59bd1f892b5e,7558,,,"following the flow in this and also logically what makes sense, generates categorised FGD questions based on this in-depth interview: Research Question
In what ways does transitioning to e-payment affect beneficiaries, and how can we facilitate this change?
No.
Questions

4.1
We understand that e-payments were rolled out at different times in different places (districts); 
Have you ever received money through e-payments? If yes, how long have you been receiving the money through e-payments? 
Probe: Specifically, when did you learn about e-payments of social cash transfers and how?
Before then, had you used electronic money transactions for anything else?


4.2
Since you started receiving money through e-payments;
Can you walk me through the process you follow to receive and use your funds?
 Do you know when the money has come through?
Would you say the money comes on time?
Do you know the amount you are supposed to get?
Do you receive the actual amount you expect to?
What do you do exactly to use it?
Do you pay or buy with it electronically or do you withdraw it all?
How far do you have to travel to access and use your money?
How would you say this process compares to before the launch of e-payments?
Probe: In your opinion do you think it's more or less complex and why?
4.3
What do you like most about the e-payment system?
What specific features of the e-payment system do you find most helpful?
4.4
Are there any features of the e-payment system that you find particularly difficult to use?
Do you know where and how to get help for those features you find difficult? If so can you describe a time you needed help and you got it?
Probe: How long did it take? were you happy with the response time to get help?


SECTION 5: ACCESS BARRIERS AND CHALLENGES
Research Question
To establish system to monitor and address uncollected balances, fraud and theft, and access issues, for vulnerable groups
How can fraud and theft be detected, and how prevalent is it?
Do beneficiaries have sufficient awareness regarding the procedures for reporting fraudulent practices? 
Why do beneficiaries have delinquent accounts?
What are the primary barriers to access?
Now we want to talk about the challenges faced in accessing money through e-payments. In particular, we would like to understand the challenges faced in the process of accessing money and what support you received.
5.1
Have you encountered any difficulties in accessing your e-payment funds?
What type of device do you use to access e-payment services (mobile phone, computer, sim card, debit card etc.)?
Of the components needed for you to access your money which one is the most challenging to you?
Probe: Mobile phone, Network access, Mobile Agent, cash
Are there any specific times or locations where accessing e-payments becomes more difficult?
Have you or anyone you know experienced fraud or security issues with e-payments?
How confident are you in the privacy of your transactions using e-payments
Probe: In you opinion, do you think most community members know when you receive the money through e-payments?
How comfortable are you with using technology for financial transactions?
Did someone train you?
Do you think you have received enough information on safely using e-payments to avoid fraud?
Are there any assistive technologies or features that should be added to help those with disabilities?
5.2
How has the introduction of e-payments changed your financial habits or planning?
Have you at any time purposefully saved money in your mobile account from cycle to cycle?
What is the longest you have saved in weeks/months?
SECTION 6: GRIEVANCE REDRESS MECHANISM
Research Questions
How can we effectively embed grievance redressal in e-payment systems during expansion?
6.1
How comfortable do you feel to raise issue with the e-payment system?
Do you know who to report to?
Are you aware of your right to complain in case you are unhappy about any delivery task or access process under the program?
Are you aware of where and how to register a complaint relating to e-payments?
Have you ever registered a complaint before? If yes, what channel did you use?
Complaints committee
Hotline/Complaints focal points
Members of the CSSCs
Community meetings
Financial service providers
Other
How long did your complaint take to resolve?
Immediately
A day
A week
A month
Not resolved
6.2
If you have never logged a complaint - why is that the case?
No complaint
Not sure of the reporting platforms
Afraid to be removed from the program
Satisfied with the program
Other reasons

",PROJECTS
1825,2024-03-20,4b711c60-b63f-4b5b-9802-deb44e310ee2,7561,,,Agromall IVR,MISCELLANEOUS
1826,2024-03-20,8e6aa4f0-a390-4aaf-815a-b815aaeba399,7564,,,"Write me a short email to set up a meeting time for a team check-in. The potential dates and times are next Thursday from 1-2 or next Wednesday from 3-4. Thursday is the preferred date. I want the email to be friendly, but brief ",PROJECTS
1827,2024-03-20,SLACK,7573,,,what are IDinsight's new values?,MISCELLANEOUS
1828,2024-03-20,SLACK,7576,,,Is there a guide on how to install flowcrypt,TEAMS
1829,2024-03-20,SLACK,7579,,,how to update Funder contact information on Unit4,TEAMS
1830,2024-03-20,db092b68-2e32-47d6-8a85-304e4db6ad74,7582,,,Help me write a short paragraph on Data Management Methods for qualitative interviews: semi-structured and focus group discussion. We will use spreadsheets for data collection,MISCELLANEOUS
1831,2024-03-20,SLACK,7591,,,RED team,TEAMS
1832,2024-03-20,db092b68-2e32-47d6-8a85-304e4db6ad74,7596,,,why applying for IRB before conducting research?,MISCELLANEOUS
1833,2024-03-20,SLACK,7599,,,how much is the pd stipend for associates?,POLICIES
1834,2024-03-20,SLACK,7614,,,could you help me find the video and possibly other resources on how to do staffing on unit 4. It should be on the hub,RESOURCES
1835,2024-03-20,SLACK,7617,,,"Hi, do we have any work done on evaluating schemes?",MISCELLANEOUS
1836,2024-03-20,4b711c60-b63f-4b5b-9802-deb44e310ee2,7622,,,How many KCs should I select for my PR,TEAMS
1837,2024-03-20,SLACK,7625,,,What about work done on assessing scheme access and usage?,MISCELLANEOUS
1838,2024-03-20,SLACK,7632,,,holiday list for india 2024,RESOURCES
1839,2024-03-20,SLACK,7637,,,"Hi hub GPT, what is the process for requesting a W2 tax form?",MISCELLANEOUS
1840,2024-03-20,SLACK,7644,,,do we have existing concept notes on staffing standards for non-teaching roles?,MISCELLANEOUS
1841,2024-03-20,SLACK,7649,,,do we have literature review on improving teaching quality through hiring additional administrative staff?,PROJECTS
1842,2024-03-20,SLACK,7652,,,do we have the M&amp;E healthcheck in French,PROJECTS
1843,2024-03-20,SLACK,7655,,,Do we have resources outlining how to conduct a mixed methods process evaluation?,RESOURCES
1844,2024-03-20,e3a6f84d-11cc-4070-bd55-5a57a2290cf7,7662,,,"how to export data from many surveycto forms to one google sheet, but to different tabs?",RESOURCES
1845,2024-03-20,e3a6f84d-11cc-4070-bd55-5a57a2290cf7,7664,,,"how to export data from many surveycto forms to one google sheet, but to different tabs?",RESOURCES
1846,2024-03-20,8e6aa4f0-a390-4aaf-815a-b815aaeba399,7672,,,I'm attending a meeting on performane reviews. Where should I bill my time?,RESOURCES
1847,2024-03-20,SLACK,7675,,,Where should I bill time I've spent learning about performance reviews?,TEAMS
1848,2024-03-20,3e7c33f6-791f-4f51-81c6-a201ffe4d034,7678,,,what is the maximum number of KCs for performance review,TEAMS
1849,2024-03-20,SLACK,7681,,,find me documentation on salary raises during performance reviews,TEAMS
1850,2024-03-20,8e6aa4f0-a390-4aaf-815a-b815aaeba399,7684,,,"what is a one quintile increase from a salary of 2,100",MISCELLANEOUS
1851,2024-03-20,6fb7b087-69da-4c2d-8de5-370c411418c0,7689,,,Can you send me any guidelines or templates we have on design requirements for an official IDinsight summary report?,RESOURCES
1852,2024-03-20,6fb7b087-69da-4c2d-8de5-370c411418c0,7692,,,Can you send me any guidelines or templates we have on design requirements for an official IDinsight summary report?,RESOURCES
1853,2024-03-20,6fb7b087-69da-4c2d-8de5-370c411418c0,7695,,,what is the full form of DSEM?,MISCELLANEOUS
1854,2024-03-20,6fb7b087-69da-4c2d-8de5-370c411418c0,7698,,,what is the full form of DSEM,MISCELLANEOUS
1855,2024-03-20,6fb7b087-69da-4c2d-8de5-370c411418c0,7701,,,what is the full form of DSEM,TEAMS
1856,2024-03-20,6fb7b087-69da-4c2d-8de5-370c411418c0,7704,,,what is the full form of DSEM,MISCELLANEOUS
1857,2024-03-20,6fb7b087-69da-4c2d-8de5-370c411418c0,7707,,,what is the full form of DSEM,MISCELLANEOUS
1858,2024-03-20,6fb7b087-69da-4c2d-8de5-370c411418c0,7710,,,Can you share the ethics review form?,RESOURCES
1859,2024-03-20,6fb7b087-69da-4c2d-8de5-370c411418c0,7713,,,share the ethics review form from idinsight?,RESOURCES
1860,2024-03-20,6fb7b087-69da-4c2d-8de5-370c411418c0,7716,,,What was the most recent MLE project IDinsight completed?,PROJECTS
1861,2024-03-20,6fb7b087-69da-4c2d-8de5-370c411418c0,7719,,,Can you send me any guidelines or templates we have on design requirements for an official IDinsight summary report?,RESOURCES
1862,2024-03-20,SLACK,7722,,,is there a presentation on DFEs?,TEAMS
1863,2024-03-20,SLACK,7725,,,is there a powerpoint on DFEs?,MISCELLANEOUS
1864,2024-03-20,SLACK,7728,,,Is DataDelta a good idea? ,TEAMS
1865,2024-03-20,SLACK,7730,,,What is DataDelta? ,TEAMS
1866,2024-03-20,SLACK,7734,,,What does Karan Nagpal think about DataDelta?,MISCELLANEOUS
1867,2024-03-20,SLACK,7737,,,Will I get promoted in the coming cycle?,POLICIES
1868,2024-03-20,SLACK,7740,,,Is Bano leaving IDinsight?,TEAMS
1869,2024-03-20,SLACK,7743,,,Which project budgets have gotten into overrun?,PROJECTS
1870,2024-03-20,4c080947-9c6a-4d4b-8900-8e0996c9c6a9,7746,,,"please refine for readability: ""Pardon the delay on the reply. I apologize for the uptick of numbers today. It wasn’t explicitly communicated with the team that happened to be in the office today, that the catering was earmarked for SL on Wednesday. A correction on this as well, it’s Lusaka Team + 13 people as indicated in the earlier comms. That will bering the number closer to the number we had on Tuesday.""",MISCELLANEOUS
1871,2024-03-20,SLACK,7749,,,do we have examples of process evaluations in concept notes?,RESOURCES
1872,2024-03-20,SLACK,7752,,,do we have concept notes on Key Informant Interviews?,MISCELLANEOUS
1873,2024-03-21,6fb7b087-69da-4c2d-8de5-370c411418c0,7755,,,can you share research reports on project management benchmarking in consulting,PROJECTS
1874,2024-03-21,6fb7b087-69da-4c2d-8de5-370c411418c0,7760,,,can you summarize this report for me https://www.pmi.org/-/media/pmi/documents/public/pdf/learning/thought-leadership/pmi-pulse-of-the-profession-2023-report.pdf?v=7933da8f-304b-4fe3-a655-78dace54174a&rev=427949fcdb684485a020cc72ea219f32,PROJECTS
1875,2024-03-21,8e6aa4f0-a390-4aaf-815a-b815aaeba399,7777,,,"Turn these bullet points into two paragraphs for a literature review section titled ""Typical Characteristics of Blood Donors in Sub-Saharan Africa"". I will add citations myself.",PROJECTS
1876,2024-03-21,4839332d-92de-47f8-97b8-c0678077466b,7782,,,do you know of the online platform bluelearn?,MISCELLANEOUS
1877,2024-03-21,SLACK,7789,,,"I need info and deliverables for the CARE’s Impact @ Scale (I@S) Pipeline project, can you locate them for me?",RESOURCES
1878,2024-03-21,SLACK,7792,,,What does Karan Nagpal think about Data on Demand,TEAMS
1879,2024-03-21,SLACK,7803,,,An example of a concept note on Monitoring systems,PROJECTS
1880,2024-03-21,4c080947-9c6a-4d4b-8900-8e0996c9c6a9,7810,,,please provide the methods and next steps for developing the compendium around a mle framework (that excludes a dashboard) on monitoring the activities to accelerate women in leadership. ,PROJECTS
1881,2024-03-21,SLACK,7815,,,who is in India ops team right now?,TEAMS
